net_number,Species,obs_yr,num_birds,perc_species
0,NOCA,2012,1,100
1,ACFL,2008,1,0.09891196834817012
1,ACFL,2011,1,0.09891196834817012
1,ACFL,2015,1,0.09891196834817012
1,AMGO,2007,44,4.3521266073194855
1,AMGO,2008,16,1.582591493570722
1,AMGO,2009,21,2.0771513353115725
1,AMGO,2010,16,1.582591493570722
1,AMGO,2011,1,0.09891196834817012
1,AMGO,2012,3,0.2967359050445104
1,AMGO,2013,3,0.2967359050445104
1,AMGO,2015,10,0.9891196834817012
1,AMGO,2017,1,0.09891196834817012
1,AMGO,2018,53,5.242334322453017
1,AMRO,2015,1,0.09891196834817012
1,BGGN,2009,2,0.19782393669634024
1,BHCO,2010,1,0.09891196834817012
1,BHCO,2011,1,0.09891196834817012
1,BHNU,2007,1,0.09891196834817012
1,BHNU,2009,2,0.19782393669634024
1,BHNU,2010,2,0.19782393669634024
1,BHNU,2011,2,0.19782393669634024
1,BHNU,2014,1,0.09891196834817012
1,BHNU,2020,1,0.09891196834817012
1,BLGR,2010,1,0.09891196834817012
1,BRTH,2012,1,0.09891196834817012
1,CACH,2007,41,4.055390702274975
1,CACH,2008,12,1.1869436201780417
1,CACH,2009,6,0.5934718100890208
1,CACH,2010,8,0.791295746785361
1,CACH,2011,14,1.3847675568743818
1,CACH,2012,5,0.4945598417408506
1,CACH,2013,2,0.19782393669634024
1,CACH,2014,6,0.5934718100890208
1,CACH,2015,13,1.2858555885262115
1,CACH,2018,19,1.8793273986152326
1,CACH,2019,10,0.9891196834817012
1,CACH,2020,3,0.2967359050445104
1,CARW,2008,3,0.2967359050445104
1,CARW,2009,4,0.3956478733926805
1,CARW,2010,4,0.3956478733926805
1,CARW,2011,6,0.5934718100890208
1,CARW,2012,7,0.6923837784371909
1,CARW,2013,2,0.19782393669634024
1,CARW,2014,2,0.19782393669634024
1,CARW,2015,6,0.5934718100890208
1,CARW,2016,2,0.19782393669634024
1,CARW,2018,8,0.791295746785361
1,CARW,2019,6,0.5934718100890208
1,CARW,2020,1,0.09891196834817012
1,CHSP,2007,28,2.7695351137487636
1,CHSP,2008,1,0.09891196834817012
1,CHSP,2009,10,0.9891196834817012
1,CHSP,2010,24,2.3738872403560833
1,CHSP,2011,6,0.5934718100890208
1,CHSP,2012,10,0.9891196834817012
1,CHSP,2013,2,0.19782393669634024
1,CHSP,2014,2,0.19782393669634024
1,CHSP,2015,13,1.2858555885262115
1,CHSP,2018,19,1.8793273986152326
1,CHSP,2019,18,1.7804154302670623
1,CHSP,2020,2,0.19782393669634024
1,COYE,2012,1,0.09891196834817012
1,COYE,2019,2,0.19782393669634024
1,DOWO,2008,1,0.09891196834817012
1,DOWO,2009,1,0.09891196834817012
1,DOWO,2010,2,0.19782393669634024
1,EAPH,2008,1,0.09891196834817012
1,EAPH,2009,1,0.09891196834817012
1,EAPH,2011,2,0.19782393669634024
1,EAPH,2012,1,0.09891196834817012
1,EAPH,2016,1,0.09891196834817012
1,EAPH,2017,2,0.19782393669634024
1,EAPH,2018,3,0.2967359050445104
1,EAPH,2019,1,0.09891196834817012
1,EASO,2012,1,0.09891196834817012
1,EATO,2008,1,0.09891196834817012
1,EATO,2010,3,0.2967359050445104
1,EATO,2011,3,0.2967359050445104
1,EATO,2012,1,0.09891196834817012
1,EATO,2015,2,0.19782393669634024
1,EAWP,2015,1,0.09891196834817012
1,EWPW,2010,1,0.09891196834817012
1,EWPW,2013,1,0.09891196834817012
1,FISP,2007,1,0.09891196834817012
1,FISP,2008,1,0.09891196834817012
1,FISP,2009,3,0.2967359050445104
1,FISP,2010,1,0.09891196834817012
1,FISP,2011,2,0.19782393669634024
1,FISP,2013,2,0.19782393669634024
1,FISP,2015,1,0.09891196834817012
1,FISP,2018,3,0.2967359050445104
1,FOSP,2012,1,0.09891196834817012
1,GCKI,2010,2,0.19782393669634024
1,GCKI,2011,1,0.09891196834817012
1,GRCA,2018,2,0.19782393669634024
1,HAWO,2010,1,0.09891196834817012
1,HETH,2009,1,0.09891196834817012
1,HETH,2010,1,0.09891196834817012
1,HETH,2011,1,0.09891196834817012
1,HETH,2012,3,0.2967359050445104
1,HETH,2013,3,0.2967359050445104
1,HETH,2018,1,0.09891196834817012
1,HOFI,2008,2,0.19782393669634024
1,HOFI,2010,3,0.2967359050445104
1,HOFI,2012,1,0.09891196834817012
1,HOFI,2015,1,0.09891196834817012
1,HOFI,2018,5,0.4945598417408506
1,HOFI,2020,1,0.09891196834817012
1,HOWA,2008,1,0.09891196834817012
1,HOWA,2010,1,0.09891196834817012
1,HOWR,2017,1,0.09891196834817012
1,INBU,2009,2,0.19782393669634024
1,INBU,2010,6,0.5934718100890208
1,INBU,2011,4,0.3956478733926805
1,INBU,2012,2,0.19782393669634024
1,INBU,2013,4,0.3956478733926805
1,INBU,2014,6,0.5934718100890208
1,INBU,2015,1,0.09891196834817012
1,KEWA,2011,1,0.09891196834817012
1,KEWA,2015,1,0.09891196834817012
1,LOWA,2018,1,0.09891196834817012
1,MODO,2018,1,0.09891196834817012
