net_number,Species,num_birds,perc_species
1,CACH,1,10
1,EAPH,1,10
1,PAWA,1,10
1,SAVS,1,10
1,SOSP,3,30
1,SWSP,3,30
2,COYE,1,33.33333333333333
2,HOWR,1,33.33333333333333
2,INBU,1,33.33333333333333
3,AMGO,1,0.9433962264150944
3,CARW,1,0.9433962264150944
3,COYE,2,1.8867924528301887
3,EAPH,7,6.60377358490566
3,EWCS,1,0.9433962264150944
3,FISP,5,4.716981132075472
3,HOWR,1,0.9433962264150944
3,INBU,1,0.9433962264150944
3,OROR,1,0.9433962264150944
3,PAWA,2,1.8867924528301887
3,RWBL,5,4.716981132075472
3,SAVS,6,5.660377358490567
3,SOSP,46,43.39622641509434
3,SWSP,27,25.471698113207548
4,ACFL,2,0.1644736842105263
4,AMGO,25,2.055921052631579
4,AMRO,3,0.24671052631578946
4,BGGN,17,1.3980263157894737
4,BHCO,1,0.08223684210526315
4,BLGR,29,2.384868421052632
4,BRTH,5,0.41118421052631576
4,CACH,15,1.2335526315789473
4,CARW,49,4.029605263157895
4,CEDW,6,0.4934210526315789
4,CHSP,13,1.069078947368421
4,COGR,3,0.24671052631578946
4,COYE,114,9.375
4,DOWO,14,1.151315789473684
4,EABL,44,3.618421052631579
4,EAKI,2,0.1644736842105263
4,EAPH,144,11.842105263157894
4,EATO,8,0.6578947368421052
4,EWCS,5,0.41118421052631576
4,FISP,121,9.950657894736842
4,GCFL,1,0.08223684210526315
4,GRCA,3,0.24671052631578946
4,HAWO,1,0.08223684210526315
4,HOFI,9,0.7401315789473684
4,HOWR,22,1.8092105263157896
4,INBU,56,4.605263157894736
4,LISP,1,0.08223684210526315
4,LOSH,1,0.08223684210526315
4,MODO,2,0.1644736842105263
4,MYWA,16,1.3157894736842104
4,NOCA,43,3.5361842105263155
4,NOMO,39,3.2072368421052633
4,NOWA,6,0.4934210526315789
4,OROR,2,0.1644736842105263
4,PAWA,59,4.8519736842105265
4,PIWA,1,0.08223684210526315
4,PRAW,2,0.1644736842105263
4,RBWO,14,1.151315789473684
4,RCKI,6,0.4934210526315789
4,RWBL,5,0.41118421052631576
4,SAVS,13,1.069078947368421
4,SORA,1,0.08223684210526315
4,SOSP,117,9.62171052631579
4,SUTA,1,0.08223684210526315
4,SWSP,125,10.279605263157894
4,TRFL/WIFL,7,0.575657894736842
4,TUTI,13,1.069078947368421
4,VESP,1,0.08223684210526315
4,WOTH,1,0.08223684210526315
4,WTSP,7,0.575657894736842
4,YBCH,17,1.3980263157894737
4,YBSA,2,0.1644736842105263
4,YEWA,2,0.1644736842105263
5,BLGR,1,14.285714285714285
5,CHSP,1,14.285714285714285
5,FISP,1,14.285714285714285
5,PAWA,1,14.285714285714285
5,SOSP,1,14.285714285714285
5,SWSP,2,28.57142857142857
6,AMGO,23,1.9524617996604414
6,BGGN,4,0.3395585738539898
